concatParams;mean;std
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_10_None_None_uniform;14.687755;575.657570
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_15_None_None_uniform;11.993456;522.144120
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_20_None_None_uniform;17.232772;491.166246
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_25_None_None_uniform;17.151784;472.709453
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_30_None_None_uniform;19.840074;470.338284
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_35_None_None_uniform;25.506886;467.821847
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_40_None_None_uniform;25.609796;465.366491
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_45_None_None_uniform;26.217230;462.672158
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_50_None_None_uniform;28.193046;460.245666
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_1_None_None_uniform;-5.996014;1328.127089
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_2_None_None_uniform;38.216901;968.709300
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_3_None_None_uniform;6.719297;886.929062
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_4_None_None_uniform;9.280594;766.728266
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_5_None_None_uniform;15.270404;700.279563
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_6_None_None_uniform;14.258153;645.398964
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_7_None_None_uniform;24.688101;595.705716
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_8_None_None_uniform;22.227023;564.469012
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_9_None_None_uniform;16.448003;541.116500
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_10_None_None_uniform;14.946110;525.353772
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_15_None_None_uniform;12.251811;463.869375
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_20_None_None_uniform;17.491127;427.112871
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_25_None_None_uniform;17.410139;408.276903
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_30_None_None_uniform;20.098430;405.222446
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_35_None_None_uniform;25.765241;400.275941
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_40_None_None_uniform;25.868151;398.469138
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_45_None_None_uniform;26.475585;398.626270
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_15_50_None_None_uniform;28.451401;394.312597
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_1_None_None_uniform;-8.833268;1314.072580
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_2_None_None_uniform;35.379647;951.248099
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_3_None_None_uniform;3.882043;872.201706
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_4_None_None_uniform;6.443340;751.460922
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_5_None_None_uniform;12.433150;684.468609
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_6_None_None_uniform;11.420899;626.047946
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_7_None_None_uniform;21.850847;572.927886
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_8_None_None_uniform;19.389769;538.115235
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_9_None_None_uniform;13.610749;516.248195
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_10_None_None_uniform;12.108856;500.588254
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_15_None_None_uniform;9.414557;434.998381
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_20_None_None_uniform;14.653873;392.759412
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_25_None_None_uniform;14.572885;371.741582
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_30_None_None_uniform;17.261176;364.542002
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_35_None_None_uniform;22.927987;355.647079
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_40_None_None_uniform;23.030897;350.502086
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_45_None_None_uniform;23.638331;350.607545
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_20_50_None_None_uniform;25.614147;345.984067
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_1_None_None_uniform;-13.374564;1299.199341
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_2_None_None_uniform;30.838351;936.773671
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_3_None_None_uniform;-0.659253;859.488663
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_4_None_None_uniform;1.902044;741.616109
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_5_None_None_uniform;7.891854;671.529275
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_6_None_None_uniform;6.879602;608.026397
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_7_None_None_uniform;17.309551;555.078415
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_8_None_None_uniform;14.848473;519.829901
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_9_None_None_uniform;9.069453;496.657662
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_10_None_None_uniform;7.567560;479.056614
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_15_None_None_uniform;4.873261;410.642876
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_20_None_None_uniform;10.112577;370.508576
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_25_None_None_uniform;10.031589;347.904855
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_30_None_None_uniform;12.719879;339.575215
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_35_None_None_uniform;18.386691;326.672901
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_40_None_None_uniform;18.489601;321.892472
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_45_None_None_uniform;19.097035;319.558619
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_25_50_None_None_uniform;21.072851;317.206757
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_1_None_None_uniform;-6.733549;1304.441054
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_2_None_None_uniform;37.479366;945.002313
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_3_None_None_uniform;5.981762;867.777334
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_4_None_None_uniform;8.543059;757.121640
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_5_None_None_uniform;14.532870;691.824246
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_6_None_None_uniform;13.520618;630.369890
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_7_None_None_uniform;23.950567;578.735593
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_8_None_None_uniform;21.489489;538.702790
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_9_None_None_uniform;15.710469;516.182693
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_10_None_None_uniform;14.208575;501.298948
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_15_None_None_uniform;11.514277;419.758121
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_20_None_None_uniform;16.753593;371.363751
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_25_None_None_uniform;16.672605;337.447271
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_30_None_None_uniform;19.360895;327.107939
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_35_None_None_uniform;25.027707;317.791106
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_40_None_None_uniform;25.130616;310.818546
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_45_None_None_uniform;25.738050;303.037960
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_30_50_None_None_uniform;27.713867;290.448307
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_1_None_None_uniform;-14.749884;1305.846133
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_2_None_None_uniform;29.463031;951.714316
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_3_None_None_uniform;-2.034573;876.678140
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_4_None_None_uniform;0.526724;766.869525
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_5_None_None_uniform;6.516534;703.224901
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_6_None_None_uniform;5.504283;640.150368
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_7_None_None_uniform;15.934231;589.065023
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_8_None_None_uniform;13.473153;545.485397
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_9_None_None_uniform;7.694133;521.380894
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_10_None_None_uniform;6.192240;506.864197
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_15_None_None_uniform;3.497941;418.593828
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_20_None_None_uniform;8.737257;367.185541
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_25_None_None_uniform;8.656269;331.366887
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_30_None_None_uniform;11.344560;320.464769
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_35_None_None_uniform;17.011371;309.956423
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_40_None_None_uniform;17.114281;301.551831
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_45_None_None_uniform;17.721715;290.361965
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_50_None_None_uniform;19.697531;274.833371
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_1_None_None_uniform;-12.701365;1320.399711
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_2_None_None_uniform;31.511551;964.852718
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_3_None_None_uniform;0.013946;892.894149
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_4_None_None_uniform;2.575244;783.502236
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_5_None_None_uniform;8.565054;722.991532
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_6_None_None_uniform;7.552802;660.141896
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_7_None_None_uniform;17.982751;608.506827
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_8_None_None_uniform;15.521673;562.548128
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_9_None_None_uniform;9.742653;536.445427
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_10_None_None_uniform;8.240760;521.442562
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_15_None_None_uniform;5.546461;429.353907
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_20_None_None_uniform;10.785777;376.443887
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_25_None_None_uniform;10.704789;338.346324
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_30_None_None_uniform;13.393079;326.617925
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_35_None_None_uniform;19.059891;318.779552
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_40_None_None_uniform;19.162801;309.264381
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_45_None_None_uniform;19.770234;295.796518
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_50_None_None_uniform;21.746051;275.266547
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_1_None_None_uniform;-14.232754;1326.374366
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_2_None_None_uniform;29.980161;970.677245
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_3_None_None_uniform;-1.517443;897.077436
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_4_None_None_uniform;1.043854;787.020794
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_5_None_None_uniform;7.033664;723.496146
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_6_None_None_uniform;6.021413;660.195924
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_7_None_None_uniform;16.451361;607.267878
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_8_None_None_uniform;13.990283;560.203484
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_9_None_None_uniform;8.211263;535.778242
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_10_None_None_uniform;6.709370;521.613162
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_15_None_None_uniform;4.015071;429.977272
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_20_None_None_uniform;9.254388;377.213436
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_25_None_None_uniform;9.173400;338.834008
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_30_None_None_uniform;11.861690;326.320312
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_35_None_None_uniform;17.528501;317.439401
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_40_None_None_uniform;17.631411;305.584037
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_45_None_None_uniform;18.238845;292.738754
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_50_None_None_uniform;20.214662;271.712739
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_1_None_None_uniform;-9.316101;1332.365893
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_2_None_None_uniform;34.896814;981.468864
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_3_None_None_uniform;3.399210;908.907456
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_4_None_None_uniform;5.960507;800.038273
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_5_None_None_uniform;11.950317;735.879175
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_6_None_None_uniform;10.938066;672.932000
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_7_None_None_uniform;21.368015;622.128830
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_8_None_None_uniform;18.906936;573.190150
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_9_None_None_uniform;13.127916;548.799363
