concatParams;mean;std
10_50_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;35.624046;378.315643
10_50_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;33.833255;324.832332
10_50_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;32.856001;302.336295
10_50_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;34.124533;286.478038
10_50_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;33.201093;260.394952
10_50_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;31.957600;250.261758
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;21.966746;533.844647
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;35.982942;431.547826
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;44.487666;374.682950
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;40.860095;333.087023
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;40.656768;301.149504
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;39.764410;278.900403
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;31.511595;262.754586
10_50_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;34.223900;251.981108
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;36.783332;538.119418
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;40.317644;446.412541
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;40.036332;375.534403
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;34.724854;324.511289
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;27.307170;301.935961
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;29.763552;283.376711
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;32.749444;263.886339
10_50_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;34.257054;254.323407
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;5.835818;533.240159
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;24.224548;437.454429
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;37.435623;369.933322
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;41.043758;324.862731
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;39.986499;303.249106
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;38.909647;280.883421
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;40.610474;260.708092
10_50_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;41.265064;250.404974
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;46.849401;464.499938
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;46.325287;365.411170
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;37.322236;326.193302
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;44.502219;282.846897
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;36.036873;249.890161
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;35.489173;240.306284
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;32.042559;226.348150
10_75_False_None_adadelta_mse_150_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;28.857033;219.341997
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;31.994874;463.044531
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;56.077845;363.024780
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;49.132030;329.120678
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;43.680572;294.178527
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;44.499053;267.672117
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;44.739576;248.664469
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;40.355116;231.483590
10_75_False_None_adadelta_mse_150_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;39.286379;225.959765
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;55.103448;430.011271
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;48.912690;350.137721
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;42.512767;314.161832
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;46.015995;281.736560
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;50.091095;264.079683
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;45.520926;238.855560
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;42.657915;227.743549
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;40.646044;225.004131
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;46.511626;456.122791
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;49.459188;377.340222
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;46.363973;320.514262
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;46.437118;291.861388
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;46.712763;272.456518
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;44.475764;251.432333
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;41.400973;236.305629
10_75_False_None_adadelta_mse_300_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;39.103536;226.776652
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;40.131068;452.144767
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;33.851238;379.985436
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;29.907430;329.588062
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;26.820856;303.812907
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;27.878331;282.702391
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;26.268303;262.092874
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;29.381825;245.289946
10_75_False_None_adadelta_mse_50_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;23.967936;238.420575
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;52.472797;458.141282
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;48.334681;389.637876
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;45.860167;329.657734
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;47.801343;294.814553
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;45.323717;269.804519
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;48.700985;258.629129
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;47.181805;241.406654
10_75_False_None_adadelta_mse_50_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;44.685234;228.191435
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;15.331769;1700.036734
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;13.346911;1481.261253
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;5.102363;1343.899817
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-28.892669;1333.548863
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-23.591006;1310.149064
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-25.624936;1304.005450
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-24.248702;1281.371788
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-22.575529;1265.503844
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-19.977038;1253.122269
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-24.820925;1255.218238
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-23.428299;1244.886485
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-35.195005;1253.068054
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-33.395676;1264.677832
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-27.194013;1273.674078
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-18.241014;1279.286981
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-14.909484;1290.646748
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-11.557060;1296.362509
10_100_False_None_adadelta_mse_150_100_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-10.008528;1297.532378
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-45.094494;1728.047892
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;-22.291731;1475.055766
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;-38.894234;1379.087073
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-32.853934;1367.204677
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-33.650357;1327.152639
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-21.520383;1301.430871
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-19.168378;1269.919725
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-16.956577;1273.265875
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-14.261942;1262.183466
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-14.858276;1263.021914
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-16.096195;1252.630663
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-4.749882;1254.091262
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-10.934896;1263.902690
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-10.512286;1281.513851
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-8.134016;1277.071370
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-11.002499;1283.573029
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-14.450897;1286.543929
10_100_False_None_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-9.686213;1299.514392
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-20.500974;1769.251723
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;-6.635867;1480.834299
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;-28.267784;1391.878229
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-29.473003;1348.382671
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-26.669594;1310.122569
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-28.793318;1286.222348
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-30.975790;1286.678236
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-29.717912;1284.643594
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-28.399534;1262.618716
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-26.664938;1257.086288
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-26.558482;1252.789584
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-14.348905;1258.195309
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-20.206394;1264.579198
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-24.534015;1262.317655
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-18.389658;1267.577390
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-20.895259;1271.998902
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-13.370094;1279.504931
10_100_False_None_adadelta_mse_150_1_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-12.846968;1295.351019
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-35.498419;1675.266842
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;8.950366;1419.403068
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;-22.547238;1403.043194
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-19.985941;1322.060801
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-13.996131;1296.348355
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-15.008382;1268.627337
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-4.578434;1251.492319
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-7.039512;1246.740200
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-12.818532;1240.181105
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-14.320425;1237.093972
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-17.014724;1264.390257
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-11.775407;1266.561870
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-11.856396;1279.877035
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-9.168105;1276.813419
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-3.501294;1270.502485
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-3.398384;1282.580467
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-2.790950;1286.941845
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-0.815133;1299.143387
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-73.749882;1754.682969
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;-46.523003;1454.817650
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;-41.907984;1364.401039
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-45.310584;1321.872341
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-35.204772;1294.706882
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-27.080217;1265.011775
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-17.036514;1256.920701
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-32.946394;1268.107198
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-38.674852;1267.002095
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-39.276970;1274.270439
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-22.519161;1262.835624
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-22.129929;1268.719685
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-19.551201;1263.318756
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-24.315209;1257.766880
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-25.017105;1264.445380
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-21.021454;1266.350898
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-17.651491;1284.160027
10_100_False_None_adadelta_mse_300_1_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-13.126519;1286.603490
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-26.811094;1675.957791
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;1.266893;1502.297283
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;-6.851716;1406.099680
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-24.952408;1325.442726
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-33.585239;1301.626645
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-36.532009;1278.641261
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-23.774534;1268.722731
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-24.569757;1247.869491
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-15.939643;1235.002949
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-16.296925;1234.869112
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-10.174475;1245.671594
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-5.041048;1239.259545
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-4.338801;1243.877172
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-11.091043;1244.581259
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-17.402590;1274.606926
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-21.816209;1277.088338
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-20.283479;1293.368068
10_100_False_None_adadelta_mse_50_10_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-17.871050;1310.453092
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-67.360514;1751.668380
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;-14.623063;1512.566976
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;-45.288971;1397.324053
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;-40.486366;1353.933231
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;-39.659035;1339.882338
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-28.620146;1303.614904
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-30.877145;1285.132456
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-16.972512;1267.926581
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;-15.207025;1272.021341
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-15.479914;1263.914438
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-22.790370;1248.752271
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;-13.846940;1257.911275
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;-16.812444;1262.844582
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;-10.232719;1278.922822
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;-7.265755;1283.305856
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;-2.294133;1282.931524
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;-0.500639;1291.057515
10_100_False_None_adadelta_mse_50_1_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;-0.377231;1295.466250
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_1_None_None_uniform;-29.457037;1924.886797
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_2_None_None_uniform;-12.969657;1603.527996
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_3_None_None_uniform;0.002916;1474.195105
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_4_None_None_uniform;1.497941;1389.951552
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_5_None_None_uniform;5.697704;1367.380558
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_6_None_None_uniform;-9.983519;1370.085517
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_7_None_None_uniform;-15.542750;1341.434576
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_8_None_None_uniform;-5.264242;1378.342410
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_9_None_None_uniform;6.315630;1357.228086
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_10_None_None_uniform;-3.995533;1354.954372
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_15_None_None_uniform;-4.646724;1350.020953
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_20_None_None_uniform;6.403089;1372.667886
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_25_None_None_uniform;11.170938;1374.564611
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_30_None_None_uniform;6.794867;1367.329232
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_35_None_None_uniform;6.047917;1368.349012
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_40_None_None_uniform;11.608345;1367.727574
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_45_None_None_uniform;5.211348;1369.657447
10_170_True_0.3_adadelta_mse_150_10_tanh_linear__100000_1_False_True_True_None_50_None_None_uniform;7.891818;1368.536102
